DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,DK,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,ES,2020,58299.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,ES,2021,56564.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EU27_2020,2020,683512.145,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,EU27_2020,2021,731700.793,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,FI,2020,23291.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,FI,2021,23598.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,FR,2020,353832.867,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,FR,2021,379361.292,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,GE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,HR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,HR,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,HU,2020,16055.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,HU,2021,15990.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,IE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,IE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,IS,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,IT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,IT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LU,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LU,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LV,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,LV,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,MD,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,ME,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,MK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,MT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,MT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,NL,2020,4087.363,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,NL,2021,3827.956,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,NO,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,PL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,PL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,PT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,PT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,RO,2020,11466.404,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,RO,2021,11284.320,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,RS,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SE,2020,49198.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SE,2021,52965.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SI,2020,6352.766,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SI,2021,5705.951,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SK,2020,15444.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,SK,2021,15730.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,TR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,UA,2020,76202.700,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,N900H,GWH,XK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,AL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,AT,2020,725.965,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,AT,2021,709.373,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,BA,2020,43.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,BE,2020,119.900,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,BE,2021,180.800,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,BG,2020,298.855,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,BG,2021,358.153,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,CY,2020,4252.546,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,CY,2021,4344.667,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,CZ,2020,89.491,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,CZ,2021,92.561,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,DE,2020,4694.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,DE,2021,4581.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,DK,2020,262.941,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,DK,2021,256.859,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EE,2020,21.600,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EE,2021,36.500,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EL,2020,4727.582,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EL,2021,4672.831,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,ES,2020,10704.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,ES,2021,10044.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EU27_2020,2020,47839.264,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,EU27_2020,2021,46744.412,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,FI,2020,201.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,FI,2021,171.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,FR,2020,5592.910,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,FR,2021,5733.504,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,GE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,HR,2020,34.300,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,HR,2021,29.100,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,HU,2020,45.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,HU,2021,59.300,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,IE,2020,389.417,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,IE,2021,1453.163,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,IS,2020,3.067,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,IT,2020,10043.260,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,IT,2021,7748.086,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LT,2020,123.300,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LT,2021,95.100,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LU,2020,0.010,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LU,2021,0.001,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LV,2020,0.106,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,LV,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,MD,2020,1.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,ME,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,MK,2020,92.434,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,MT,2020,59.682,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,MT,2021,44.868,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,NL,2020,1339.428,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,NL,2021,1332.711,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,NO,2020,219.570,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,PL,2020,1749.987,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,PL,2021,2004.549,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,PT,2020,1204.071,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,PT,2021,1231.740,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,RO,2020,600.396,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,RO,2021,756.093,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,RS,2020,14.811,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SE,2020,141.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SE,2021,348.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SI,2020,10.517,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SI,2021,57.453,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SK,2020,408.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,SK,2021,403.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,TR,2020,322.660,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,UA,2020,252.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,O4000XBIO,GWH,XK,2020,14.656,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,AL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,AT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,AT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,BA,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,BE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,BE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,BG,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,BG,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,CY,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,CY,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,CZ,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,CZ,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,DE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,DE,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,DK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,DK,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EE,2020,12.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EE,2021,0.470,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,ES,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,ES,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EU27_2020,2020,3136.667,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,EU27_2020,2021,2502.341,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,FI,2020,2123.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,FI,2021,2083.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,FR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,FR,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,GE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,HR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,HR,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,HU,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,HU,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,IE,2020,918.619,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,IE,2021,324.857,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,IS,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,IT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,IT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LU,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LU,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LV,2020,0.048,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,LV,2021,0.014,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,MD,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,ME,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,MK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,MT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,MT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,NL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,NL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,NO,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,PL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,PL,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,PT,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,PT,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,RO,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,RO,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,RS,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SE,2020,83.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SE,2021,94.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SI,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SI,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,SK,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,TR,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,UA,2020,12.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,P1000,GWH,XK,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,AL,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,AT,2020,3634.458,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,AT,2021,3523.401,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,BA,2020,5.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,BE,2020,3319.300,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,BE,2021,2763.400,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,BG,2020,1472.207,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,BG,2021,2372.657,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,CY,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,CY,2021,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,CZ,2020,2498.966,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,CZ,2021,2664.593,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,DE,2020,11306.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,DE,2021,10909.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,DK,2020,4301.626,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,DK,2021,7132.619,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EE,2020,1746.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EE,2021,1694.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EL,2020,49.654,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EL,2021,42.372,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,ES,2020,4541.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,ES,2021,5095.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EU27_2020,2020,82959.028,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,EU27_2020,2021,92752.799,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,FI,2020,10759.803,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,FI,2021,12667.679,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,FR,2020,3854.492,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,FR,2021,4313.978,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,GE,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,HR,2020,558.900,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,HR,2021,659.600,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,HU,2020,1664.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,HU,2021,1775.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,IE,2020,429.887,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,IE,2021,470.701,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,IS,2020,0.000,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,IT,2020,4470.290,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,IT,2021,4529.499,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,LT,2020,373.400,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,LT,2021,386.700,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,LU,2020,265.692,
ESTAT:NRG_BAL_C(1.0),14/12/22 23:00:00,A,GEP,R5110-5150_W6000RI,GWH,LU,2021,285.070,
