DATAFLOW,LAST UPDATE,freq,airpol,src_crf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1991,104.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1992,96.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1993,97.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1994,97.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1995,101.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1996,105.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1997,105.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1998,104.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,1999,102.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2000,103.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2001,108.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2002,110.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2003,116.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2004,116.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2005,118.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2006,115.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2007,112.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2008,111.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2009,102.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2010,108.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2011,106.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2012,102.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2013,103.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2014,98.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2015,101.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2016,103.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2017,106.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2018,102.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2019,104.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,AT,2020,94.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1991,101.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1992,101.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1993,100.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1994,103.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1995,105.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1996,108.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1997,102.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1998,106.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,1999,102.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2000,103.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2001,101.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2002,101.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2003,101.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2004,102.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2005,100.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2006,98.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2007,96.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2008,96.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2009,87.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2010,92.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2011,85.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2012,83.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2013,83.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2014,79.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2015,82.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2016,81.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2017,81.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2018,82.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2019,81.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BE,2020,74.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1991,81.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1992,76.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1993,75.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1994,71.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1995,73.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1996,73.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1997,70.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1998,65.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,1999,58.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2000,57.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2001,60.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2002,58.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2003,63.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2004,62.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2005,63.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2006,63.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2007,67.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2008,66.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2009,57.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2010,60.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2011,65.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2012,60.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2013,56.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2014,59.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2015,63.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2016,61.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2017,64.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2018,61.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2019,60.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,BG,2020,50.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1991,103.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1992,103.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1993,98.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1994,97.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1995,99.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1996,100.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1997,98.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1998,101.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,1999,102.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2000,101.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2001,103.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2002,100.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2003,101.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2004,102.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2005,103.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2006,103.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2007,100.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2008,103.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2009,100.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2010,103.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2011,96.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2012,99.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2013,101.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2014,94.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2015,93.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2016,94.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2017,93.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2018,91.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2019,90.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CH,2020,79.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1991,110.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1992,116.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1993,119.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1994,123.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1995,123.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1996,128.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1997,130.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1998,135.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,1999,140.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2000,144.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2001,146.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2002,149.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2003,156.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2004,158.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2005,159.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2006,163.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2007,169.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2008,173.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2009,168.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2010,163.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2011,159.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2012,150.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2013,138.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2014,144.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2015,144.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2016,153.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2017,158.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2018,157.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2019,157.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CY,2020,146.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1991,90.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1992,87.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1993,84.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1994,79.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1995,79.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1996,80.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1997,78.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1998,75.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,1999,70.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2000,75.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2001,75.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2002,74.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2003,75.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2004,76.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2005,75.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2006,76.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2007,76.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2008,74.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2009,69.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2010,70.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2011,70.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2012,68.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2013,65.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2014,64.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2015,65.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2016,65.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2017,66.4,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2018,65.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2019,62.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,CZ,2020,57.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1991,96.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1992,92.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1993,91.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1994,90.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1995,90.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1996,91.7,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1997,88.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1998,86.9,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,1999,84.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2000,84.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2001,85.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2002,83.8,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2003,83.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2004,82.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2005,80.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2006,81.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2007,79.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2008,79.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2009,74.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2010,76.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2011,74.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2012,75.1,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2013,76.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2014,73.3,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2015,73.6,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2016,74.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2017,73.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2018,70.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2019,66.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DE,2020,59.2,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DK,1990,100.0,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DK,1991,114.5,
ESTAT:SDG_13_10(1.0),01/12/22 23:00:00,A,GHG,TOTX4_MEMONIA,I90,DK,1992,106.3,
